player_name,Role,sold_price,team,year,Player Origin,runs,balls,matches,strike_rate,wickets,run_conceded,balls_bowled,overs,economy,value_score,normalized_score,fair_price,difference,status
James Neesham,All-Rounder,5000000,Mumbai Indians,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
James Neesham,All-Rounder,15000000,Rajasthan Royals,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Jaskaran Singh,Bowler,1000000,Rising Pune Supergiant,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Jason Behrendorff,Bowler,15000000,Mumbai Indians,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Jason Behrendorff,Bowler,7500000,Royal Challengers Bangalore,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Jason Holder,Bowler,1500000,Chennai Super Kings,2013,Overseas,0,0,0,0,4,173,125,20.83333333,8.304,0.2,0.0641531,1351973.6184879108,148026.38151208917,Overpaid
Jason Holder,Bowler,7500000,Sunrisers Hyderabad,2014,Overseas,16,12,1,133.3333333,1,35,20,3.333333333,10.5,27.3,8.756898150750967,184544398.8898005,-177044398.9,Undervalued
Jason Holder,All-Rounder,7000000,Kolkata Knight Riders,2016,Overseas,22,20,4,110,3,105,83,13.83333333,7.590361446,27.59,8.849920147,186504760.67040733,-179504760.7,Undervalued
Jason Holder,All-Rounder,87500000,Lucknow Super Giants,2022,Overseas,58,46,8,126.0869565,16,399,266,44.33333333,9,47.61304348,15.272621700887031,321857893.37058973,-234357893.4,Undervalued
Jason Roy,Batsman,10000000,Gujarat Lions,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Jason Roy,Batsman,15000000,Delhi Daredevils,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Jason Roy,Batsman,15000000,Delhi Capitals,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Jason Roy,Batsman,20000000,Gujarat Titans,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Jasprit Bumrah,Bowler,12000000,Mumbai Indians,2014,Indian,1,4,2,25,6,307,246,41,7.487804878,5.22,1.6743959104502573,35286511.44253447,-23286511.44,Undervalued
Jatin Saxena,All-Rounder,2000000,Rajasthan Royals,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Javon Searless,All-Rounder,3000000,Kolkata Knight Riders,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Jayant Yadav,All-Rounder,1000000,Delhi Daredevils,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Jayant Yadav,All-Rounder,5000000,Delhi Daredevils,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Jayant Yadav,All-Rounder,17000000,Gujarat Titans,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,17000000,Overpaid
Jaydev Shah,All-Rounder,2000000,Gujarat Lions,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Jaydev Unadkat,Bowler,39375000,Royal Challengers Bangalore,2013,Indian,2,2,2,100,13,373,299,49.83333333,7.484949833,17.249999999999996,5.533204876487919,116607724.59458229,-77232724.59,Undervalued
Jaydev Unadkat,Bowler,28000000,Delhi Daredevils,2014,Indian,1,6,2,16.66666667,10,278,189,31.5,8.825396825,4.170000001,1.337592135520071,28188649.94885287,-188649.9489,Undervalued
Jaydev Unadkat,Bowler,11000000,Delhi Daredevils,2015,Indian,0,0,0,0,0,30,18,3,10,0,0,0,11000000,Overpaid
Jaydev Unadkat,Bowler,16000000,Kolkata Knight Riders,2016,Indian,0,0,0,0,0,49,19,3.166666667,15.47368421,0,0,0,16000000,Overpaid
Jaydev Unadkat,Bowler,3000000,Rising Pune Supergiant,2017,Indian,2,5,1,40,27,330,279,46.5,7.096774194,8.58,2.7521679907400785,57999668.23313137,-54999668.23,Undervalued
Jaydev Unadkat,Bowler,115000000,Rajasthan Royals,2018,Indian,49,38,5,128.9473684,12,486,310,51.66666667,9.406451613,42.86210526,13.748684628473654,289742177.7218596,-174742177.7,Undervalued
Jaydev Unadkat,Bowler,84000000,Rajasthan Royals,2019,Indian,1,3,2,33.33333333,11,404,236,39.33333333,10.27118644,6.72,2.155544160419259,45426313.57781387,38573686.42218613,Overpaid
Jaydev Unadkat,Bowler,30000000,Rajasthan Royals,2020,Indian,9,13,1,69.23076923,5,229,144,24,9.541666667,14.874615384499998,4.771263442399863,100550437.92499205,-70550437.92,Undervalued
Jaydev Unadkat,Bowler,13000000,Mumbai Indians,2022,Indian,59,37,5,159.4594595,7,191,123,20.5,9.317073171,51.48891892500001,16.51586882787833,348058300.1553146,-335058300.2,Undervalued
Jean-Paul Duminy,Batsman,22000000,Delhi Daredevils,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,22000000,Overpaid
Jean-Paul Duminy,All-Rounder,10000000,Mumbai Indians,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Jeevan Mendis,All-Rounder,3750000,Delhi Daredevils,2013,Overseas,23,27,3,85.18518519,1,36,30,5,7.2,23.82777778,7.643129055064736,161072634.7186224,-157322634.7,Undervalued
Jesse Ryder,All-Rounder,19500000,Delhi Daredevils,2013,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,19500000,Overpaid
Jhye Richardson,Bowler,140000000,Punjab Kings,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,140000000,Overpaid
Jitesh Sharma,Wicket Keeper,1000000,Mumbai Indians,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Jitesh Sharma,Wicket Keeper,2000000,Punjab Kings,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Joe Denly,Batsman,10000000,Kolkata Knight Riders,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Joel Paris,Bowler,3000000,Delhi Daredevils,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Jofra Archer,All-Rounder,72000000,Rajasthan Royals,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,72000000,Overpaid
Jofra Archer,All-Rounder,80000000,Mumbai Indians,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,80000000,Overpaid
Johan Botha,All-Rounder,33750000,Delhi Daredevils,2013,Overseas,43,52,6,82.69230769,5,114,102,17,6.705882353,33.36384615,10.701970796228345,225535199.05410683,-191785199.1,Undervalued
John Hastings,All-Rounder,5000000,Chennai Super Kings,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
John Hastings,Bowler,13000000,Kolkata Knight Riders,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,13000000,Overpaid
Jonny Bairstow,Wicket Keeper,22000000,Sunrisers Hyderabad,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,22000000,Overpaid
Jonny Bairstow,Wicket Keeper,67500000,Punjab Kings,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,67500000,Overpaid
Jos Buttler,Wicket Keeper,38000000,Mumbai Indians,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,38000000,Overpaid
Jos Buttler,Wicket Keeper,44000000,Rajasthan Royals,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,44000000,Overpaid
Josh Hazlewood,Bowler,5000000,Mumbai Indians,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Josh Hazlewood,Bowler,20000000,Chennai Super Kings,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Josh Hazlewood,Bowler,77500000,Royal Challengers Bangalore,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,77500000,Overpaid
Joshua Philippe,Wicket Keeper,2000000,Royal Challengers Bangalore,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Juan Theron,Bowler,3000000,Rajasthan Royals,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
K.C Cariappa,Bowler,2000000,Rajasthan Royals,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
K.C Cariappa,Bowler,3000000,Rajasthan Royals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
K.C. Cariappa,Bowler,24000000,Kolkata Knight Riders,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,24000000,Overpaid
K.C. Cariappa,Bowler,8000000,Kings XI Punjab,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,8000000,Overpaid
K.K. Jiyaz,Bowler,1000000,Delhi Daredevils,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
K.M. Asif,Bowler,2000000,Chennai Super Kings,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
K.S. Bharat,Wicket Keeper,20000000,Delhi Capitals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Kagiso Rabada,Bowler,50000000,Delhi Daredevils,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,50000000,Overpaid
Kagiso Rabada,Bowler,42000000,Delhi Daredevils,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,42000000,Overpaid
Kagiso Rabada,Bowler,92500000,Punjab Kings,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,92500000,Overpaid
Kamlesh Nagarkoti,All-Rounder,32000000,Kolkata Knight Riders,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,32000000,Overpaid
Kamlesh Nagarkoti,All-Rounder,11000000,Delhi Capitals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,11000000,Overpaid
Kane Richardson,Bowler,52500000,Pune Warriors India,2013,Overseas,34,36,2,94.44444444,2,103,73,12.16666667,8.465753425,29.62666667,9.503212549008307,200272358.68083593,-147772358.7,Undervalued
Kane Richardson,Bowler,10000000,Rajasthan Royals,2014,Overseas,1,2,1,50,10,209,167,27.83333333,7.508982036,8.799999999999999,2.8227364007590543,59486839.21346807,-49486839.21,Undervalued
Kane Richardson,Bowler,20000000,Royal Challengers Bangalore,2016,Overseas,1,1,1,100,8,138,86,14.33333333,9.627906977,16.2,5.196401101397351,109509863.09752077,-89509863.1,Undervalued
Kane Richardson,Bowler,40000000,Royal Challengers Bangalore,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,40000000,Overpaid
Kane Williamson,All-Rounder,6000000,Sunrisers Hyderabad,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,6000000,Overpaid
Kane Williamson,Batsman,30000000,Sunrisers Hyderabad,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,30000000,Overpaid
Kanishk Seth,All-Rounder,2000000,Chennai Super Kings,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Karan Sharma,All-Rounder,2000000,Lucknow Super Giants,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Karanveer Singh,All-Rounder,1000000,Kings XI Punjab,2014,Indian,1,1,1,100,12,164,126,21,7.80952381,16.400000000000002,5.260554201414603,110861836.71600871,-109861836.7,Undervalued
Karn Sharma,Bowler,37500000,Sunrisers Hyderabad,2014,Indian,42,30,8,140,17,393,307,51.16666667,7.680781759,42.870000000000005,13.751216988697806,289795545.12288374,-252295545.1,Undervalued
Karn Sharma,All-Rounder,32000000,Mumbai Indians,2017,Indian,49,42,6,116.6666667,13,217,189,31.5,6.888888889,41.440000004999995,13.292522325178282,280128933.7844944,-248128933.8,Undervalued
Karn Sharma,Bowler,50000000,Chennai Super Kings,2018,Indian,0,0,0,0,4,90,58,9.666666667,9.310344828,0.2,0.0641531,1351973.6184879108,48648026.38151209,Overpaid
Karn Sharma,Bowler,5000000,Royal Challengers Bangalore,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Kartik Tyagi,Bowler,13000000,Rajasthan Royals,2020,Indian,4,6,2,66.66666667,10,372,241,40.16666667,9.261410788,12.960000000500001,4.157120881278264,87607890.48139656,-74607890.48,Undervalued
Kartik Tyagi,Bowler,40000000,Sunrisers Hyderabad,2022,Indian,7,6,2,116.6666667,1,79,54,9,8.777777778,21.300000004999994,6.832305153441083,143985190.4027618,-103985190.4,Undervalued
Karun Nair,Batsman,7500000,Rajasthan Royals,2014,Indian,330,237,11,139.2405063,0,0,0,0,0,166.8560759,53.521672642928266,1127925063.8102763,-1120425064,Undervalued
Karun Nair,Batsman,40000000,Delhi Daredevils,2016,Indian,357,304,12,117.4342105,0,0,0,0,0,175.56513157499998,56.31523722736424,1186797131.0787945,-1146797131,Undervalued
Karun Nair,Batsman,56000000,Kings XI Punjab,2018,Indian,301,225,12,133.7777778,0,0,0,0,0,153.9366667,49.37757186601388,1040591561.2790364,-984591561.3,Undervalued
Karun Nair,Batsman,5000000,Kolkata Knight Riders,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Karun Nair,Batsman,14000000,Rajasthan Royals,2022,Indian,16,18,2,88.88888889,0,0,0,0,0,20.953333333499998,6.721106445194149,141641769.43137676,-127641769.4,Undervalued
Kedar Jadhav,Batsman,20000000,Delhi Daredevils,2014,Indian,149,104,10,143.2692308,0,0,0,0,0,89.26038462,28.631651910525875,603388425.9116204,-583388425.9,Undervalued
Kedar Jadhav,All-Rounder,78000000,Chennai Super Kings,2018,Indian,24,23,1,104.3478261,0,0,0,0,0,26.34217392,8.449660589,178069620.93350205,-100069620.9,Undervalued
Kedar Jadhav,All-Rounder,20000000,Sunrisers Hyderabad,2021,Indian,55,55,5,100,0,0,0,0,0,40.5,12.991002753493378,273774657.74380195,-253774657.7,Undervalued
Keemo Paul,All-Rounder,5000000,Delhi Capitals,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Kevin Pietersen,Batsman,90000000,Delhi Daredevils,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,90000000,Overpaid
Kevin Pietersen,Batsman,20000000,Sunrisers Hyderabad,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Kevin Pietersen,Batsman,35000000,Rising Pune Supergiant,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,35000000,Overpaid
Kevon Cooper,All-Rounder,3000000,Rajasthan Royals,2014,Overseas,39,28,3,139.2857143,4,146,110,18.33333333,7.963636364,38.97285715,12.50114801190615,263451373.48569041,-260451373.5,Undervalued
Kieron Pollard,All-Rounder,54000000,Mumbai Indians,2018,Overseas,133,104,8,127.8846154,0,0,0,0,0,79.33269230999998,25.44719072200624,536278535.4336937,-482278535.4,Undervalued
Kishore Pramod Kamath,All-Rounder,14000000,Mumbai Indians,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,14000000,Overpaid
KL Rahul,Batsman,10000000,Sunrisers Hyderabad,2014,Indian,166,166,8,100,0,0,0,0,0,89.33999999999999,28.657189777706126,603926615.3785497,-593926615.4,Undervalued
KL Rahul,Batsman,110000000,Kings XI Punjab,2018,Indian,659,426,14,154.6948357,0,0,0,0,0,311.7542254,100,2107417440.6604748,-1997417441,Undervalued
Kona Srikar Bharat,Wicket Keeper,1000000,Delhi Daredevils,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Kona Srikar Bharat,Wicket Keeper,2000000,Royal Challengers Bangalore,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Krishnappa Gowtham,All-Rounder,20000000,Mumbai Indians,2017,Indian,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Krishnappa Gowtham,Bowler,62000000,Rajasthan Royals,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,62000000,Overpaid
Krishnappa Gowtham,All-Rounder,92500000,Chennai Super Kings,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,92500000,Overpaid
Krishnappa Gowtham,All-Rounder,9000000,Lucknow Super Giants,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,9000000,Overpaid
Krismar Santokie,Bowler,3000000,Mumbai Indians,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Krunal Pandya,All-Rounder,20000000,Mumbai Indians,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Krunal Pandya,All-Rounder,88000000,Mumbai Indians,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,88000000,Overpaid
Krunal Pandya,All-Rounder,82500000,Lucknow Super Giants,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,82500000,Overpaid
Kshitiz Sharma,All-Rounder,2000000,Chennai Super Kings,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Kuldeep Sen,Bowler,2000000,Rajasthan Royals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Kuldeep Yadav,Bowler,4000000,Kolkata Knight Riders,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,4000000,Overpaid
Kuldeep Yadav,Bowler,58000000,Kolkata Knight Riders,2018,Indian,12,25,3,48,18,423,312,52,8.134615385,14.37,4.609400236239502,97139304.48835638,-39139304.49,Undervalued
Kuldeep Yadav,Bowler,20000000,Delhi Capitals,2022,Indian,48,54,7,88.88888889,21,420,306,51,8.235294118,37.613333333499995,12.065059676631176,254261171.8514197,-234261171.9,Undervalued
Kuldip Yadav,Bowler,2000000,Rajasthan Royals,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Kuldip Yadav,Bowler,2000000,Rajasthan Royals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Kulwant Khejroliya,Bowler,1000000,Mumbai Indians,2017,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Kulwant Khejroliya,Bowler,8500000,Royal Challengers Bangalore,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,8500000,Overpaid
Kusal Janith Perera,Wicket Keeper,1500000,Rajasthan Royals,2013,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1500000,Overpaid
Kyle Abbott,Bowler,3000000,Chennai Super Kings,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Kyle Abbott,Bowler,21000000,Kings XI Punjab,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,21000000,Overpaid
Kyle Jamieson,All-Rounder,150000000,Royal Challengers Bangalore,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,150000000,Overpaid
Kyle Mayers,All-Rounder,5000000,Lucknow Super Giants,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Lakshmipathy Balaji,Bowler,18000000,Kings XI Punjab,2014,Indian,1,3,2,33.33333333,12,305,211,35.16666667,8.672985782,6.7699999994999995,2.1715824354235718,45764306.982435845,-27764306.98,Undervalued
Lalit Yadav,All-Rounder,2000000,Delhi Capitals,2020,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Lalit Yadav,All-Rounder,6500000,Delhi Capitals,2022,Indian,161,152,8,105.9210526,4,152,110,18.33333333,8.290909091,88.27815789,28.316587462279337,596748702.8,-590248702.8,Undervalued
Lasith Malinga,Bowler,20000000,Mumbai Indians,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Laxmi Ratan Shukla,All-Rounder,15000000,Delhi Daredevils,2014,Indian,31,38,3,81.57894737,1,88,58,9.666666667,9.103448276,26.72684211,8.573048873697116,180669927.16063944,-165669927.2,Undervalued
Laxmi Ratan Shukla,All-Rounder,3000000,Sunrisers Hyderabad,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Liam Livingstone,All-Rounder,5000000,Rajasthan Royals,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Liam Livingstone,All-Rounder,7500000,Rajasthan Royals,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Liam Livingstone,All-Rounder,115000000,Punjab Kings,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,115000000,Overpaid
Lockie Ferguson,Bowler,5000000,Rising Pune Supergiant,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Lockie Ferguson,Bowler,16000000,Kolkata Knight Riders,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,16000000,Overpaid
Lockie Ferguson,Bowler,100000000,Gujarat Titans,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,100000000,Overpaid
Luke Pomersbach,Batsman,22500000,Kings XI Punjab,2013,Overseas,58,60,3,96.66666667,0,0,0,0,0,40.55,13.007041028658072,274112651.15180385,-251612651.2,Undervalued
Lukman Hussain Meriwala,Bowler,2000000,Delhi Capitals,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Lungisani Ngidi,Bowler,5000000,Chennai Super Kings,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Lungisani Ngidi,Bowler,5000000,Delhi Capitals,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Luvnith Sisodia,Wicket Keeper,2000000,Royal Challengers Bangalore,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
M Siddharth,Bowler,2000000,Kolkata Knight Riders,2020,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
M Siddharth,Bowler,2000000,Delhi Capitals,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
M. Ashwin,Bowler,45000000,Rising Pune Supergiant,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,45000000,Overpaid
M. Ashwin,Bowler,10000000,Delhi Daredevils,2017,Indian,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
M. Ashwin,Bowler,22000000,Royal Challengers Bangalore,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,22000000,Overpaid
M. Ashwin,Bowler,2000000,Kings XI Punjab,2019,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
M. Harisankar Reddy,Bowler,2000000,Chennai Super Kings,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Maheesh Theekshana,Bowler,7000000,Chennai Super Kings,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7000000,Overpaid
Mahipal Lomror,All-Rounder,1000000,Delhi Daredevils,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Mahipal Lomror,All-Rounder,2000000,Rajasthan Royals,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Mahipal Lomror,All-Rounder,9500000,Royal Challengers Bangalore,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,9500000,Overpaid
Manan Ajay Sharma,All-Rounder,1000000,Kolkata Knight Riders,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Manan Vohra,Batsman,11000000,Royal Challengers Bangalore,2018,Indian,55,50,4,110,0,0,0,0,0,41.629999999999995,13.353467768590846,281413308.68825865,-270413308.7,Undervalued
Manan Vohra,Batsman,2000000,Rajasthan Royals,2019,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Manan Vohra,Batsman,2000000,Lucknow Super Giants,2022,Indian,19,12,1,158.3333333,0,0,0,0,0,32.289999994999995,10.357517996181384,218276140.67107382,-216276140.7,Undervalued
Mandeep Hardev Singh,All-Rounder,8000000,Kings XI Punjab,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,8000000,Overpaid
Mandeep Singh,All-Rounder,14000000,Royal Challengers Bangalore,2018,Indian,252,193,13,130.5699482,0,0,0,0,0,132.7554922,42.58338185435305,897409616,-883409616,Undervalued
Mandeep Singh,Batsman,11000000,Delhi Capitals,2022,Indian,18,24,3,75,0,0,0,0,0,20.1,6.447386551733751,135873348.65803507,-124873348.7,Undervalued
Manish Pandey,Batsman,17000000,Kolkata Knight Riders,2014,Indian,409,359,16,113.9275766,0,0,0,0,0,198.87913648999998,63.793565672937646,1344396729.0106819,-1327396729,Undervalued
Manish Pandey,Batsman,110000000,Sunrisers Hyderabad,2018,Indian,284,257,13,110.5058366,0,0,0,0,0,143.5058755,46.03173391686587,970080788.8024544,-860080788.8,Undervalued
Manish Pandey,Batsman,46000000,Lucknow Super Giants,2022,Indian,88,84,6,104.7619048,0,0,0,0,0,55.774285719999995,17.890466650929536,377026814.4,-331026814.4,Undervalued
Manjot Kalra,Batsman,2000000,Delhi Daredevils,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Manoj Tiwary,Batsman,28000000,Delhi Daredevils,2014,Indian,152,123,8,123.5772358,0,28,12,2,14,86.85658536999999,27.860596041992654,587139060.0609151,-559139060.1,Undervalued
Manoj Tiwary,Batsman,5000000,Rising Pune Supergiant,2017,Indian,324,242,13,133.8842975,0,0,0,0,0,164.2126446,52.67375107,1110055816.7756531,-1105055817,Undervalued
Manoj Tiwary,Batsman,10000000,Kings XI Punjab,2018,Indian,47,45,4,104.4444444,0,10,7,1.166666667,8.571428571,37.356666659999995,11.982729862750473,252526138.99483445,-242526139,Undervalued
Manpreet Gony,Bowler,37500000,Kings XI Punjab,2013,Indian,45,27,4,166.6666667,7,261,175,29.16666667,8.948571429,46.18000001,14.812950795587138,312170708.5426579,-274670708.5,Undervalued
Manpreet Gony,Bowler,6000000,Gujarat Lions,2017,Indian,0,0,0,0,0,32,15,2.5,12.8,0,0,0,6000000,Overpaid
Manprit Juneja,Batsman,1000000,Sunrisers Hyderabad,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Manvinder Bisla,Wicket Keeper,6000000,Kolkata Knight Riders,2014,Indian,3,9,1,33.33333333,0,0,0,0,0,6.66,2.136298230414084,45020721.49,-39020721.49,Undervalued
Manzoor Dar,All-Rounder,2000000,Kings XI Punjab,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Marchant De Lange,Bowler,3000000,Mumbai Indians,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Marco Jansen,All-Rounder,2000000,Mumbai Indians,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Marco Jansen,All-Rounder,42000000,Sunrisers Hyderabad,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,42000000,Overpaid
Marcus Stoinis,All-Rounder,2500000,Delhi Daredevils,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,2500000,Overpaid
Marcus Stoinis,All-Rounder,5500000,Kings XI Punjab,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5500000,Overpaid
Marcus Stoinis,All-Rounder,62000000,Kings XI Punjab,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,62000000,Overpaid
Marcus Stoinis,All-Rounder,48000000,Delhi Capitals,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,48000000,Overpaid
