player_name,Role,sold_price,team,year,Player Origin,runs,balls,matches,strike_rate,wickets,run_conceded,balls_bowled,overs,economy,value_score,normalized_score,fair_price,difference,status
Chama Milind,Bowler,1000000,Delhi Daredevils,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Chama Milind,Bowler,2500000,Royal Challengers Bangalore,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2500000,Overpaid
Chamika Karunaratne,All-Rounder,5000000,Kolkata Knight Riders,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Chetan Sakariya,Bowler,12000000,Rajasthan Royals,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,12000000,Overpaid
Chetan Sakariya,Bowler,42000000,Delhi Capitals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,42000000,Overpaid
Cheteshwar Pujara,Batsman,19000000,Kings XI Punjab,2014,Indian,125,129,6,96.89922481,0,0,0,0,0,70.50488372,22.61553428545029,476603713.8301287,-457603713.8,Undervalued
Cheteshwar Pujara,Batsman,5000000,Chennai Super Kings,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Chirag Suri,Batsman,1000000,Gujarat Lions,2017,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Chris Green,All-Rounder,2000000,Kolkata Knight Riders,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Chris Jordan,All-Rounder,5000000,Sunrisers Hyderabad,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Chris Jordan,All-Rounder,10000000,Sunrisers Hyderabad,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Chris Jordan,All-Rounder,30000000,Kings XI Punjab,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,30000000,Overpaid
Chris Jordan,All-Rounder,36000000,Chennai Super Kings,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,36000000,Overpaid
Chris Lynn,Batsman,13000000,Kolkata Knight Riders,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,13000000,Overpaid
Chris Lynn,Batsman,96000000,Kolkata Knight Riders,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,96000000,Overpaid
Chris Lynn,Batsman,20000000,Mumbai Indians,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Chris Woakes,All-Rounder,42000000,Kolkata Knight Riders,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,42000000,Overpaid
Chris Woakes,All-Rounder,74000000,Royal Challengers Bangalore,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,74000000,Overpaid
Chris Woakes,All-Rounder,15000000,Delhi Capitals,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Christopher Barnwell,All-Rounder,3750000,Royal Challengers Bangalore,2013,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3750000,Overpaid
Christopher Gayle,Batsman,20000000,Kings XI Punjab,2018,Overseas,368,261,11,140.9961686,0,0,0,0,0,183.4594253,58.84745429868402,1240161515.2751694,-1220161515,Undervalued
Christopher Morris,All-Rounder,46875000,Chennai Super Kings,2013,Overseas,14,17,6,82.35294118,17,410,309,51.5,7.961165049,21.44294118,6.878155749960581,144951453.87046057,-98076453.87,Undervalued
Christopher Morris,All-Rounder,14000000,Rajasthan Royals,2015,Overseas,76,47,7,161.7021277,15,336,270,45,7.466666667,60.275319155000005,19.334242891612273,407453206.71749514,-393453206.7,Undervalued
Christopher Morris,All-Rounder,70000000,Delhi Daredevils,2016,Overseas,195,114,7,171.0526316,16,320,274,45.66666667,7.00729927,112.8978947,36.21374966496161,763174876.3565253,-693174876.4,Undervalued
Christopher Morris,All-Rounder,100000000,Royal Challengers Bangalore,2020,Overseas,34,21,5,161.9047619,12,212,204,34,6.235294118,41.355714285000005,13.265486374052356,279559173.4352182,-179559173.4,Undervalued
Christopher Morris,All-Rounder,162500000,Rajasthan Royals,2021,Overseas,67,53,7,126.4150943,17,396,262,43.66666667,9.06870229,51.21226414499999,16.42712751902037,346188150.3353716,-183688150.3,Undervalued
Clinton McKay,Bowler,7500000,Sunrisers Hyderabad,2013,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Colin De Grandhomme,All-Rounder,22000000,Royal Challengers Bangalore,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,22000000,Overpaid
Colin Ingram,Batsman,64000000,Delhi Capitals,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,64000000,Overpaid
Colin Munro,All-Rounder,3000000,Kolkata Knight Riders,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Colin Munro,All-Rounder,19000000,Delhi Daredevils,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,19000000,Overpaid
Corey Anderson,All-Rounder,45000000,Mumbai Indians,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,45000000,Overpaid
Corey Anderson,All-Rounder,10000000,Delhi Daredevils,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Dale Steyn,Bowler,23000000,Gujarat Lions,2016,Overseas,1,2,1,50,0,17,13,2.166666667,7.846153846,8.299999999999999,2.662353650715926,56106905.16724829,-33106905.17,Undervalued
Dale Steyn,Bowler,20000000,Royal Challengers Bangalore,2020,Overseas,1,2,1,50,1,134,75,12.5,10.72,8.35,2.6783919257202395,56444898.571870275,-36444898.57,Undervalued
Daniel Christian,All-Rounder,48000000,Royal Challengers Bangalore,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,48000000,Overpaid
Daniel Christian,All-Rounder,7500000,Royal Challengers Bangalore,2013,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Daniel Christian,All-Rounder,10000000,Rising Pune Supergiant,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Daniel Christian,All-Rounder,15000000,Delhi Daredevils,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Daniel Sams,All-Rounder,26000000,Mumbai Indians,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,26000000,Overpaid
Darcy Short,All-Rounder,40000000,Rajasthan Royals,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,40000000,Overpaid
Darren Bravo,Batsman,5000000,Kolkata Knight Riders,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Darren Sammy,All-Rounder,31875000,Sunrisers Hyderabad,2013,Overseas,174,136,9,127.9411765,11,169,138,23,7.347826087,97.89117647499998,31.40011217603533,661731440.3847219,-629856440.4,Undervalued
Darren Sammy,All-Rounder,35000000,Sunrisers Hyderabad,2014,Overseas,108,97,9,111.3402062,3,159,88,14.66666667,10.84090909,66.62103093,21.369728302523395,450349381.26913565,-415349381.3,Undervalued
Darren Sammy,All-Rounder,28000000,Royal Challengers Bangalore,2015,Overseas,13,18,2,72.22222222,0,26,18,3,8.666666667,17.16333333,5.505405199706856,116021869.35765094,-88021869.36,Undervalued
Darren Sammy,All-Rounder,3000000,Kings XI Punjab,2017,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Darshan Nalkande,All-Rounder,3000000,Kings XI Punjab,2019,Indian,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Darshan Nalkande,All-Rounder,2000000,Gujarat Titans,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Daryl Mitchell,All-Rounder,7500000,Rajasthan Royals,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
David Miller,Batsman,30000000,Kings XI Punjab,2018,Overseas,74,66,3,112.1212121,0,0,0,0,0,49.748181814999995,15.95750041827047,336291146.9081001,-306291146.9,Undervalued
David Miller,Batsman,7500000,Rajasthan Royals,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
David Miller,Batsman,30000000,Gujarat Titans,2022,Overseas,481,348,16,138.2183908,0,0,0,0,0,233.48275861999997,74.89321383026294,1578312650.130104,-1548312650,Undervalued
David Warner,Batsman,55000000,Sunrisers Hyderabad,2014,Overseas,528,386,14,136.7875648,0,0,0,0,0,252.7381347,81.06967417,1708476452.6364174,-1653476453,Undervalued
David Warner,Batsman,62500000,Delhi Capitals,2022,Overseas,432,301,12,143.5215947,0,0,0,0,0,211.7282392,67.91511453097431,1431254968.470289,-1368754968,Undervalued
David Wiese,All-Rounder,28000000,Royal Challengers Bangalore,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,28000000,Overpaid
David Willey,All-Rounder,20000000,Royal Challengers Bangalore,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Dawid Malan,All-Rounder,15000000,Punjab Kings,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Debabrata Das,Wicket Keeper,2000000,Kolkata Knight Riders,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Deepak Chahar,All-Rounder,1000000,Rising Pune Supergiant,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Deepak Chahar,All-Rounder,8000000,Chennai Super Kings,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,8000000,Overpaid
Deepak Chahar,Bowler,140000000,Chennai Super Kings,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,140000000,Overpaid
Deepak Hooda,Bowler,4000000,Rajasthan Royals,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,4000000,Overpaid
Deepak Hooda,All-Rounder,42000000,Sunrisers Hyderabad,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,42000000,Overpaid
Deepak Hooda,All-Rounder,36000000,Sunrisers Hyderabad,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,36000000,Overpaid
Deepak Hooda,All-Rounder,5000000,Kings XI Punjab,2020,Indian,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Deepak Hooda,All-Rounder,57500000,Lucknow Super Giants,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,57500000,Overpaid
Deepak Punia,All-Rounder,1000000,Mumbai Indians,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Devdutt Padikkal,Batsman,2000000,Royal Challengers Bangalore,2019,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Devdutt Padikkal,Batsman,77500000,Rajasthan Royals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,77500000,Overpaid
Devon Conway,Batsman,10000000,Chennai Super Kings,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Dewald Brevis,Batsman,30000000,Mumbai Indians,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,30000000,Overpaid
Dhawal Kulkarni,Bowler,11000000,Rajasthan Royals,2014,Indian,35,27,2,129.6296296,6,226,173,28.83333333,7.838150289,35.534444439999994,11.398223841083885,240208157.1525221,-229208157.2,Undervalued
Dhawal Kulkarni,Bowler,20000000,Gujarat Lions,2016,Indian,27,16,5,168.75,20,365,297,49.5,7.373737374,39.7725,12.757645852180627,268856853.7065522,-248856853.7,Undervalued
Dhawal Kulkarni,Bowler,7500000,Rajasthan Royals,2018,Indian,6,7,2,85.71428571,4,189,126,21,9,16.377142856499997,5.253222418349281,110707325.4409787,-103207325.4,Undervalued
Dhruv Jurel,Wicket Keeper,2000000,Rajasthan Royals,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Dhruv Shorey,All-Rounder,2000000,Chennai Super Kings,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Digvijay Deshmukh,All-Rounder,2000000,Mumbai Indians,2020,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Dinesh Karthik,Wicket Keeper,125000000,Delhi Daredevils,2014,Indian,325,261,14,124.5210728,0,0,0,0,0,163.60816092000002,52.47985355569649,1105969586.6658242,-980969586.7,Undervalued
Dinesh Karthik,Wicket Keeper,105000000,Royal Challengers Bangalore,2015,Indian,141,120,11,117.5,0,0,0,0,0,82.32499999999999,26.407019794601037,556506140.7100861,-451506140.7,Undervalued
Dinesh Karthik,Wicket Keeper,23000000,Gujarat Lions,2016,Indian,335,273,15,122.7106227,0,0,0,0,0,168.00659340500002,53.89071895134315,1135702410.0779254,-1112702410,Undervalued
Dinesh Karthik,Wicket Keeper,74000000,Kolkata Knight Riders,2018,Indian,498,349,16,142.6934097,0,0,0,0,0,241.46401145499996,77.45332438719656,1632264866.5071132,-1558264867,Undervalued
Dinesh Karthik,Wicket Keeper,55000000,Royal Challengers Bangalore,2022,Indian,330,188,16,175.5319149,0,0,0,0,0,174.1497872,55.861243592349894,1177229590.0350137,-1122229590,Undervalued
Dinesh Salunkhe,All-Rounder,1000000,Rajasthan Royals,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Dirk Nannes,Bowler,45000000,Chennai Super Kings,2013,Overseas,0,0,0,0,5,165,126,21,7.857142857,0.25,0.080191375,1689967.0231098887,43310032.97689011,Overpaid
Dishant Yagnik,Wicket Keeper,3000000,Rajasthan Royals,2014,Indian,4,6,1,66.66666667,0,0,0,0,0,12.09,3.878054896,81726805.24097414,-78726805.24,Undervalued
Dominic Drakes,All-Rounder,11000000,Gujarat Titans,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,11000000,Overpaid
Domnic Joseph Muthuswamy,Bowler,7500000,Delhi Daredevils,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Dushmanta Chameera,Bowler,20000000,Lucknow Super Giants,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Dushmantha Chameera,Bowler,5000000,Rajasthan Royals,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Dwaine Pretorius,All-Rounder,5000000,Chennai Super Kings,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Dwayne Bravo,All-Rounder,64000000,Chennai Super Kings,2018,Overseas,141,93,10,151.6129032,18,538,338,56.33333333,9.550295858,87.97193548000001,28.21836187779807,594678679.6814032,-530678679.7,Undervalued
Dwayne Bravo,All-Rounder,44000000,Chennai Super Kings,2022,Overseas,23,26,6,88.46153846,17,303,229,38.16666667,7.938864629,26.22923077,8.413432324496105,177306140.16459692,-133306140.2,Undervalued
Dwayne Smith,Batsman,45000000,Chennai Super Kings,2014,Overseas,566,425,16,133.1764706,4,99,62,10.33333333,9.580645161,269.4764706,86.43875485028067,1821625395.204567,-1776625395,Undervalued
Dwayne Smith,All-Rounder,23000000,Gujarat Lions,2016,Overseas,324,226,12,143.3628319,8,154,113,18.83333333,8.17699115,165.6644248,53.13943206266251,1119869659.1564739,-1096869659,Undervalued
Eklavya Dwivedi,Wicket Keeper,1000000,Chennai Super Kings,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Eklavya Dwivedi,Wicket Keeper,10000000,Gujarat Lions,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
Eklavya Dwivedi,Wicket Keeper,7500000,Sunrisers Hyderabad,2017,Indian,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Eoin Morgan,Batsman,15000000,Sunrisers Hyderabad,2015,Overseas,187,154,9,121.4285714,0,0,0,0,0,101.9542857,32.70341744,689197522.9,-674197522.9,Undervalued
Eoin Morgan,Batsman,20000000,Kings XI Punjab,2017,Overseas,65,62,4,104.8387097,0,0,0,0,0,45.15580646,14.48442483933627,305247295.2435305,-285247295.2,Undervalued
Eoin Morgan,Batsman,52500000,Kolkata Knight Riders,2020,Overseas,419,314,14,133.4394904,0,0,0,0,0,205.3659236,65.87430317139928,1388246553.9476247,-1335746554,Undervalued
Evin Lewis,Batsman,38000000,Mumbai Indians,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,38000000,Overpaid
Evin Lewis,Batsman,20000000,Lucknow Super Giants,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Fabian Allen,All-Rounder,5000000,Sunrisers Hyderabad,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Fabian Allen,All-Rounder,7500000,Punjab Kings,2021,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Fabian Allen,All-Rounder,7500000,Mumbai Indians,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Faf Du Plessis,Batsman,47500000,Chennai Super Kings,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,47500000,Overpaid
Faf Du Plessis,Batsman,16000000,Chennai Super Kings,2018,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,16000000,Overpaid
Faf Du Plessis,Batsman,70000000,Royal Challengers Bangalore,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,70000000,Overpaid
Farhaan Behardien,All-Rounder,3000000,Kings XI Punjab,2016,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
Fazalhaq Farooqi,Bowler,5000000,Sunrisers Hyderabad,2022,Overseas,2,8,1,25,2,110,76,12.66666667,8.684210526,5.08,1.6294887404381817,34340129.909592934,-29340129.91,Undervalued
Fidel Edwards,Bowler,15750000,Rajasthan Royals,2013,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15750000,Overpaid
Finn Allen,Batsman,8000000,Royal Challengers Bangalore,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,8000000,Overpaid
Gautam Gambhir,Batsman,28000000,Delhi Daredevils,2018,Indian,85,91,5,93.40659341,0,0,0,0,0,52.41098901,16.81163710028908,354291372.31203896,-326291372.3,Undervalued
George Bailey,Batsman,32500000,Kings XI Punjab,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,32500000,Overpaid
Glenn Maxwell,All-Rounder,75000000,Mumbai Indians,2013,Overseas,36,27,3,133.3333333,0,24,12,2,12,36.59,11.736809646552288,247343573.46856394,-172343573.5,Undervalued
Glenn Maxwell,All-Rounder,60000000,Kings XI Punjab,2014,Overseas,552,312,16,176.9230769,1,133,70,11.66666667,11.4,269.8684615,86.56449202178288,1824275202.2861977,-1764275202,Undervalued
Glenn Maxwell,All-Rounder,90000000,Delhi Daredevils,2018,Overseas,169,122,12,138.5245902,5,132,98,16.33333333,8.081632653,98.13868853,31.479505504134785,663404589.2278106,-573404589.2,Undervalued
Glenn Maxwell,All-Rounder,107500000,Kings XI Punjab,2020,Overseas,108,112,11,96.42857143,3,171,126,21,8.142857143,65.12428571449999,20.88962407497182,440231581.0443655,-332731581,Undervalued
Glenn Maxwell,All-Rounder,142500000,Royal Challengers Bangalore,2021,Overseas,513,373,14,137.5335121,3,135,99,16.5,8.181818182,246.55002681500002,79.08474264759336,1666645659.456835,-1524145659,Undervalued
Glenn Phillips,Wicket Keeper,15000000,Sunrisers Hyderabad,2022,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Gurinder Sandhu,Bowler,17000000,Delhi Daredevils,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,17000000,Overpaid
Gurkeerat Singh Mann,Batsman,13000000,Kings XI Punjab,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,13000000,Overpaid
Gurkeerat Singh Mann,All-Rounder,7500000,Delhi Daredevils,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Gurkeerat Singh Mann,All-Rounder,5000000,Royal Challengers Bangalore,2019,Indian,98,73,3,134.2465753,0,0,0,0,0,63.3869863,20.332358357876345,428487666.13147384,-423487666.1,Undervalued
Gurkeerat Singh Mann,All-Rounder,5000000,Gujarat Titans,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Hanuma Vihari,Batsman,1000000,Sunrisers Hyderabad,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Hanuma Vihari,Batsman,20000000,Delhi Capitals,2019,Indian,0,0,0,0,0,0,0,0,0,0,0,0,20000000,Overpaid
Harbhajan Singh,Bowler,20000000,Chennai Super Kings,2018,Indian,29,38,3,76.31578947,7,270,193,32.16666667,8.393782383,25.37736842,8.140184272,171547663.05582112,-151547663.1,Undervalued
Harbhajan Singh,Bowler,20000000,Kolkata Knight Riders,2021,Indian,4,4,2,100,0,63,45,7.5,8.4,17.459999999999997,5.600565631506033,118027296.8939946,-98027296.89,Undervalued
Hardik Pandya,All-Rounder,1000000,Mumbai Indians,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Hardus Viljoen,Bowler,7500000,Kings XI Punjab,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Harpreet Brar,All-Rounder,2000000,Kings XI Punjab,2019,Indian,20,14,1,142.8571429,0,48,30,5,9.6,30.398571435000004,9.750812968255559,205490333.1,-203490333.1,Undervalued
Harpreet Brar,All-Rounder,38000000,Punjab Kings,2022,Indian,22,25,3,88,4,148,100,16.66666667,8.88,23.969999999999995,7.688749037,162034038.1757761,-124034038.2,Undervalued
Harry Gurney,Bowler,7500000,Kolkata Knight Riders,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,7500000,Overpaid
Harshal Patel,Bowler,4000000,Royal Challengers Bangalore,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,4000000,Overpaid
Harshal Patel,All-Rounder,2000000,Delhi Daredevils,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Harshal Patel,All-Rounder,107500000,Royal Challengers Bangalore,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,107500000,Overpaid
Heinrich Klaasen,Wicket Keeper,5000000,Royal Challengers Bangalore,2019,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
Himmat Singh,Batsman,6500000,Royal Challengers Bangalore,2019,Indian,0,0,0,0,0,0,0,0,0,0,0,0,6500000,Overpaid
Hrithik Shokeen,All-Rounder,2000000,Mumbai Indians,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
HS Sharath,Bowler,1000000,Delhi Daredevils,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Imran Tahir,Bowler,10000000,Chennai Super Kings,2018,Overseas,2,2,1,100,6,193,126,21,9.19047619,16.53,5.302253716425816,111740619.56802584,-101740619.6,Undervalued
Iqbal Abdullah,All-Rounder,6500000,Rajasthan Royals,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,6500000,Overpaid
Iqbal Abdullah,All-Rounder,1000000,Royal Challengers Bangalore,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Irfan Pathan,All-Rounder,24000000,Sunrisers Hyderabad,2014,Indian,55,58,6,94.82758621,6,209,144,24,8.708333333,40.39413793,12.95704585415081,273059044.1247491,-249059044.1,Undervalued
Irfan Pathan,All-Rounder,15000000,Chennai Super Kings,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,15000000,Overpaid
Irfan Pathan,All-Rounder,10000000,Rising Pune Supergiant,2016,Indian,11,14,3,78.57142857,0,61,48,8,7.625,17.62571429,5.653721057165877,119147503.60500747,-109147503.6,Undervalued
Ishan Kishan,Wicket Keeper,3500000,Gujarat Lions,2016,Indian,42,41,5,102.4390244,0,0,0,0,0,35.27585366,11.315276840219493,238460117.58980107,-234960117.6,Undervalued
Ishan Kishan,Wicket Keeper,62000000,Mumbai Indians,2018,Indian,275,187,12,147.0588235,0,0,0,0,0,144.7488235,46.430428764893875,978482953.5648115,-916482953.6,Undervalued
Ishan Kishan,Wicket Keeper,152500000,Mumbai Indians,2022,Indian,418,355,14,117.7464789,0,0,0,0,0,202.58197183500002,64.98130750411364,1369427407.5109048,-1216927408,Undervalued
Ishan Porel,Bowler,2500000,Punjab Kings,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2500000,Overpaid
Ishank Jaggi,Batsman,1000000,Kolkata Knight Riders,2017,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Ishank Jaggi,Batsman,2000000,Kolkata Knight Riders,2018,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Ishant Sharma,Bowler,26000000,Sunrisers Hyderabad,2014,Indian,0,0,0,0,3,101,68,11.33333333,8.911764706,0.15000000000000002,0.048114825,1013980.2138659332,24986019.786134068,Overpaid
Ishant Sharma,Bowler,38000000,Rising Pune Supergiant,2016,Indian,0,0,0,0,3,151,97,16.16666667,9.340206186,0.15000000000000002,0.048114825,1013980.2138659332,36986019.786134064,Overpaid
Ishant Sharma,Bowler,11000000,Delhi Capitals,2019,Indian,10,3,1,333.3333333,14,364,285,47.5,7.663157895,55.36999999499999,17.760785738172178,374293896.2445787,-363293896.2,Undervalued
Ishwar Chandra Pandey,Bowler,15000000,Chennai Super Kings,2014,Indian,0,0,0,0,7,331,255,42.5,7.788235294,0.35000000000000003,0.1122679250301897,2365953.8323538443,12634046.167646155,Overpaid
Ishwar Chandra Pandey,Bowler,2000000,Rising Pune Supergiant,2016,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Isuru Udana,All-Rounder,5000000,Royal Challengers Bangalore,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
J Suchith,All-Rounder,1000000,Mumbai Indians,2015,Indian,48,33,5,145.4545455,10,338,239,39.83333333,8.485355649,44.80818183,14.372918851052022,302897398.5990474,-301897398.6,Undervalued
J Suchith,Bowler,3000000,Sunrisers Hyderabad,2021,Indian,14,6,1,233.3333333,1,66,42,7,9.428571429,41.43999999499999,13.292522321970626,280128933.7168957,-277128933.7,Undervalued
Jacob Oram,All-Rounder,3750000,Mumbai Indians,2013,Overseas,0,0,0,0,0,28,26,4.333333333,6.461538462,0,0,0,3750000,Overpaid
Jacques Kallis,All-Rounder,55000000,Kolkata Knight Riders,2014,Overseas,151,131,7,115.2671756,4,193,134,22.33333333,8.641791045,85.01007634,27.268299649570913,574656902.5866165,-519656902.6,Undervalued
Jagadeesha Suchith,Bowler,2000000,Sunrisers Hyderabad,2022,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Jalaj Saxena,All-Rounder,9000000,Mumbai Indians,2014,Indian,0,0,0,0,0,0,0,0,0,0,0,0,9000000,Overpaid
Jalaj Saxena,All-Rounder,1000000,Royal Challengers Bangalore,2015,Indian,0,0,0,0,0,0,0,0,0,0,0,0,1000000,Overpaid
Jalaj Saxena,All-Rounder,2000000,Delhi Capitals,2019,Indian,0,0,0,0,0,0,0,0,0,0,0,0,2000000,Overpaid
Jalaj Saxena,All-Rounder,3000000,Punjab Kings,2021,Indian,0,0,0,0,0,0,0,0,0,0,0,0,3000000,Overpaid
James Faulkner,All-Rounder,30000000,Rajasthan Royals,2013,Overseas,57,57,9,100,33,436,395,65.83333333,6.62278481,44.489999999999995,14.270857098837539,300746531.4326357,-270746531.4,Undervalued
James Neesham,All-Rounder,10000000,Delhi Daredevils,2014,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,10000000,Overpaid
James Neesham,All-Rounder,5000000,Kolkata Knight Riders,2015,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
James Neesham,All-Rounder,5000000,Kings XI Punjab,2020,Overseas,0,0,0,0,0,0,0,0,0,0,0,0,5000000,Overpaid
